Hour,Year,Month,Day,Name,Value,DayType
21,-,-,-,Industry_Chemicals_Energetic,0.027777777777777776,Weekend
22,-,-,-,Industry_Chemicals_Energetic,0.027777777777777776,Weekend
23,-,-,-,Industry_Chemicals_Energetic,0.027777777777777776,Weekend
24,-,-,-,Industry_Chemicals_Energetic,0.027777777777777776,Weekend
1,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
2,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
3,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
4,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
5,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
6,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
7,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
8,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
9,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
10,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
11,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
12,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
13,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
14,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
15,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
16,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
17,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
18,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekday
19,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
20,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
21,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
22,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
23,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
24,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekday
1,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
2,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
3,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
4,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
5,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
6,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
7,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
8,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
9,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
10,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
11,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
12,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
13,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
14,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
15,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
16,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
17,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
18,-,-,-,Industry_Chemicals_Non-energetic,0.05555555555555555,Weekend
19,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
20,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
21,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
22,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
23,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
24,-,-,-,Industry_Chemicals_Non-energetic,0.027777777777777776,Weekend
1,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
2,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
3,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
4,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
5,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
6,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
7,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
8,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
9,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
10,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
11,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
12,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
13,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
14,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
15,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
16,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
17,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
18,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
19,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
20,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
21,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
22,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
23,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
24,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekday
1,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
2,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
3,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
4,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
5,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
6,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
7,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
8,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
9,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
10,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
11,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
12,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
13,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
14,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
15,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
16,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
17,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
18,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
19,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
20,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
21,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
22,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
23,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
24,-,-,-,Industry_Food_Energetic,0.041666666666666664,Weekend
1,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
2,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
3,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
4,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
5,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
6,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
7,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
8,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
9,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
10,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
11,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
12,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
13,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
14,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
15,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
16,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
17,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
18,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekday
19,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
20,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
21,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
22,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
23,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
24,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekday
1,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
2,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
3,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
4,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
5,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
6,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
7,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
8,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
9,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
10,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
11,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
12,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
13,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
14,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
15,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
16,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
17,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
18,-,-,-,Industry_Metals_Energetic,0.05555555555555555,Weekend
19,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
20,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
21,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
22,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
23,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
24,-,-,-,Industry_Metals_Energetic,0.027777777777777776,Weekend
1,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
2,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
3,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
4,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
5,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
6,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
7,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
8,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
9,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
10,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
11,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
12,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
13,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
14,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
15,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
16,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
17,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
18,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekday
19,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
20,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
21,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
22,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
23,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
24,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekday
1,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
2,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
3,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
4,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
5,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
6,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
7,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
8,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
9,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
10,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
11,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
12,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
13,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
14,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
15,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
16,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
17,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
18,-,-,-,Industry_Paper_Energetic,0.05555555555555555,Weekend
19,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
20,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
21,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
22,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
23,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
24,-,-,-,Industry_Paper_Energetic,0.027777777777777776,Weekend
1,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
2,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
3,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
4,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
5,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
6,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
7,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
8,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
9,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
10,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
11,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
12,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
13,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
14,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
15,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
16,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
17,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
18,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekday
19,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
20,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
21,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
22,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
23,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
24,-,-,-,Industry_Refineries_Energetic,0.03125,Weekday
1,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
2,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
3,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
4,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
5,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
6,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
7,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
8,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
9,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
10,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
11,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
12,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
13,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
14,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
15,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
16,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
17,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
18,-,-,-,Industry_Refineries_Energetic,0.052083333333333336,Weekend
19,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
20,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
21,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
22,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
23,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
24,-,-,-,Industry_Refineries_Energetic,0.03125,Weekend
1,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
2,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
3,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
4,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
5,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
6,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
7,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
8,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
9,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
10,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
11,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
12,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
13,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
14,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
15,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
16,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
17,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
18,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekday
19,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
20,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
21,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
22,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
23,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
24,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekday
1,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
2,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
3,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
4,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
5,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
6,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
7,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
8,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
9,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
10,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
11,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
12,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
13,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
14,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
15,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
16,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
17,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
18,-,-,-,Industry_Refineries_Non-energetic,0.052083333333333336,Weekend
19,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
20,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
21,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
22,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
23,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
24,-,-,-,Industry_Refineries_Non-energetic,0.03125,Weekend
1,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
2,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
3,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
4,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
5,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
